Timestamp,Location,Day,Your initials,,Gender,Year,Financial Aid,Sports,Sexual Orientation,Race,Concentration,First gen,Domestic/Intl,Greek,Q1 Paxson,Q2 Political Fiscal,Q3 Political Fiscal,Q4 Political Comfort,Q5 Alcohol,Q6 Phi Psi,Q7 Sigma,Q8 Inadequacy,Q9 Grad Student Roles,Q10 GS experience,Q11 Lecture laptop,Q12 Lyft/Uber,Notes
3/3/2015 23:29:59,SciLi,Day 1,DW,,Male,Sophomore,Grants and loans,No,Other,Other,Humanities/arts,No,Domestic,Yes,Somewhat disapprove,Somewhat cons,Somewhat liberal,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",Other,Neutral,'0 minutes',Once a week,
3/3/2015 23:30:51,SciLi,Day 1,DW,,Female,,None,No,Hetero,White,Life sciences,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,Very comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a month,
3/3/2015 23:31:49,SciLi,Day 1,DW,,Female,Senior,None,No,Hetero,White,Humanities/arts,No,Domestic,No,Strongly approve,Very lib,Very lib,Somewhat comfortable,Somewhat disapprove,No opinion,No opinion,"Yes, about my academic ability",I have had grad students as teaching assistants,Very positive,'10 minutes',Once a month,
3/3/2015 23:32:43,SciLi,Day 1,DW,,Male,Junior,"Grants, covering some costs",No,Hetero,Asian,"Life sciences, Physical sciences",No,Domestic,No,No opinion,Somewhat cons,Very lib,Somewhat uncomfortable,Somewhat approve,No opinion,Not familiar enough to answer,"Yes, about my social life","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student",Very positive,'10 minutes',Once a semester,
3/3/2015 23:33:41,SciLi,Day 1,DW,,Female,Sophomore,None,No,Hetero,Asian,Life sciences,No,Domestic,No,Somewhat approve,Somewhat cons,Somewhat liberal,Somewhat uncomfortable,No opinion,Not familiar enough to answer,Not familiar enough to answer,"Yes, about my social life, Yes, about my sex/love life, Yes, about my appearance","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'10 minutes',Once a week,
3/3/2015 23:34:41,SciLi,Day 1,DW,,Female,Sophomore,Grants and loans,No,Hetero,"Asian, Black",Life sciences,No,Domestic,No,Somewhat disapprove,No opinion,Very lib,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh",Not familiar enough to answer,"Yes, about my academic ability, Yes, about my socioeconomic status","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Somewhat positive,'10 minutes',Never,
3/3/2015 23:35:38,SciLi,Day 1,DW,,Male,Junior,None,No,Gay,Other,Life sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,No opinion,No opinion,No opinion,No opinion,"Yes, about my social life, Yes, about my appearance","I have had grad students as teaching assistants, Other",Very positive,'10 minutes',Once a month,
3/3/2015 23:36:44,SciLi,Day 1,DW,,Female,Sophomore,None,No,Other,Asian,Physical sciences,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Somewhat comfortable,Somewhat disapprove,No opinion,Not familiar enough to answer,"Yes, about my academic ability, Yes, about my social life, Yes, about my appearance, Yes, about something not listed above","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Grad students have been mentors (formal or informal) to me, Other",Very positive,'10 minutes',Once a semester,
3/3/2015 23:39:53,SciLi,Day 1,DW,,Male,Senior,None,No,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Very lib,Very lib,Very comfortable,Somewhat disapprove,Yes,Yes,"Yes, about my sex/love life",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Never,
3/3/2015 23:41:04,SciLi,Day 1,DW,,Female,First-year,Grants and loans,Yes,Hetero,White,Social sciences,No,Domestic,No,No opinion,Very conservative,Centrist,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability",I have had grad students as teaching assistants,Somewhat negative,'10 minutes',Multiple times a week,
3/4/2015 0:01:32,SciLi,Day 1,DW,,Female,First-year,None,Yes,Hetero,White,Life sciences,No,Domestic,No,No opinion,No opinion,No opinion,Somewhat comfortable,Strongly disapprove,Not familiar enough to answer,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have not interacted with grad students,I have not interacted with grad students,'20 minutes',Once a week,
3/4/2015 0:02:33,SciLi,Day 1,DW,,Male,Senior,None,Yes,Hetero,White,Humanities/arts,No,Domestic,No,Strongly approve,Somewhat cons,Somewhat liberal,Very comfortable,Somewhat approve,Yes,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'30 minutes',Once a month,
3/4/2015 0:03:26,SciLi,Day 1,DW,,Female,Senior,Grants and loans,Yes,Hetero,Asian,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,"No, they were too harsh","No, they were too harsh","Yes, about my sex/love life","I have had grad students as teaching assistants, I have interacted with grad students while doing research, I have taken a course taught by a grad student",Somewhat positive,'0 minutes',Once a week,
3/4/2015 0:04:23,SciLi,Day 1,DW,,Female,Sophomore,None,No,Hetero,Asian,Social sciences,No,Domestic,No,No opinion,Somewhat liberal,Very lib,Very comfortable,Somewhat disapprove,No opinion,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a week,
3/4/2015 0:05:18,SciLi,Day 1,DW,,Female,Sophomore,None,No,Hetero,Asian,Physical sciences,No,Domestic,No,No opinion,Somewhat cons,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat negative,'20 minutes',Once a week,
3/4/2015 0:06:10,SciLi,Day 1,DW,,Male,Senior,None,No,Hetero,Asian,Social sciences,No,International,No,Somewhat approve,Somewhat liberal,Very lib,Very comfortable,No opinion,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, Other",Neutral,'20 minutes',Multiple times a week,
3/4/2015 0:07:08,SciLi,Day 1,DW,,Female,Sophomore,None,No,Hetero,Other,Social sciences,No,Domestic,No,Somewhat disapprove,Very lib,Very lib,Very comfortable,Strongly disapprove,Not familiar enough to answer,"No, they were too harsh","Yes, about my academic ability, Yes, about my sex/love life, Yes, about my socioeconomic status",I have had grad students as teaching assistants,Neutral,'20 minutes',Once a month,
3/4/2015 0:08:04,SciLi,Day 1,DW,,Female,Sophomore,None,No,Hetero,White,Social sciences,No,Domestic,Yes,Strongly disapprove,Somewhat liberal,Very lib,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Very negative,'20 minutes',Once a week,
3/4/2015 0:08:58,SciLi,Day 1,DW,,Female,Junior,"Grants, covering some costs",No,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Centrist,Very lib,Somewhat comfortable,Somewhat approve,No opinion,No opinion,"No, I do not feel inadequate relative to other Brown students",I have taken a course taught by a grad student,Neutral,I do not use my laptop in class,Never,
3/4/2015 0:10:18,SciLi,Day 1,DW,,Female,Junior,None,Yes,Hetero,White,Humanities/arts,No,Domestic,No,Somewhat approve,Somewhat cons,Centrist,Somewhat comfortable,Somewhat approve,Yes,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Very positive,I do not use my laptop in class,Once a semester,
3/4/2015 0:11:13,SciLi,Day 1,DW,,Male,Senior,None,No,Hetero,"White, Other",Social sciences,No,Domestic,Yes,Somewhat approve,Centrist,Very lib,Very comfortable,Somewhat disapprove,"No, they were too harsh",Yes,"No, I do not feel inadequate relative to other Brown students",Grad students have been mentors (formal or informal) to me,Very positive,'10 minutes',Once a month,
3/4/2015 0:12:03,SciLi,Day 1,DW,,Female,Senior,None,No,Hetero,Asian,Physical sciences,No,International,No,No opinion,Somewhat cons,Somewhat liberal,No opinion,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Neutral,'10 minutes',Multiple times a week,
3/4/2015 0:12:53,SciLi,Day 1,DW,,Male,Senior,None,No,Bisexual,White,Life sciences,No,Domestic,Yes,No opinion,Somewhat liberal,Very lib,Somewhat comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Somewhat positive,'30 minutes',Once a week,
3/4/2015 0:13:40,SciLi,Day 1,DW,,Female,Junior,None,Yes,Hetero,White,Life sciences,No,International,No,Somewhat approve,Somewhat cons,Somewhat liberal,Somewhat comfortable,Somewhat disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have interacted with grad students while doing research",Very positive,'40 minutes',Never,
3/4/2015 0:14:47,SciLi,Day 1,DW,,Female,First-year,None,No,Hetero,White,Humanities/arts,No,Domestic,No,No opinion,Somewhat cons,Centrist,Very uncomfortable,Somewhat approve,"No, they were too harsh",Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have not interacted with grad students,Very positive,'0 minutes',Once a month,9 and 10 seem to contradict
3/4/2015 0:15:43,SciLi,Day 1,DW,,Male,Senior,Just loans,No,Gay,White,Humanities/arts,No,Domestic,No,Somewhat disapprove,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,"No, they were too lenient",Yes,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'10 minutes',Once a week,
3/4/2015 0:16:33,SciLi,Day 1,DW,,Female,Senior,None,No,Hetero,White,Humanities/arts,No,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,Somewhat comfortable,Somewhat approve,Yes,"No, they were too harsh","No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,'20 minutes',Never,
3/4/2015 0:17:22,SciLi,Day 1,DW,,Female,First-year,None,Yes,Hetero,White,Physical sciences,No,Domestic,No,Somewhat approve,Somewhat cons,Very lib,Very comfortable,Somewhat approve,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students","I have had grad students as teaching assistants, I have taken a course taught by a grad student, Other",Very positive,'10 minutes',Once a month,
3/4/2015 0:18:16,SciLi,Day 1,DW,,Female,Senior,"Grants, covering some costs",No,Hetero,White,Physical sciences,Yes,Domestic,No,Somewhat approve,Somewhat liberal,Very lib,No opinion,No opinion,Yes,Not familiar enough to answer,"Yes, about my academic ability","I have had grad students as teaching assistants, I have taken a course taught by a grad student",Somewhat positive,'20 minutes',Never,
3/4/2015 0:19:07,SciLi,Day 1,DW,,Male,First-year,"Grants, covering all costs",No,Hetero,Black,Life sciences,No,Domestic,No,No opinion,No opinion,Somewhat liberal,Very comfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","No, I do not feel inadequate relative to other Brown students",,Somewhat positive,I do not use my laptop in class,Never,
3/4/2015 0:20:03,SciLi,Day 1,DW,,Male,First-year,None,No,Other,Asian,Physical sciences,No,Domestic,No,No opinion,Somewhat liberal,Somewhat liberal,Very comfortable,Somewhat disapprove,"No, they were too harsh",No opinion,"Yes, about my academic ability",I have not interacted with grad students,I have not interacted with grad students,'10 minutes',Once a week,
3/4/2015 0:21:07,SciLi,Day 1,DW,,Female,Junior,Grants and loans,No,Hetero,Hispanic,Life sciences,No,Domestic,No,Somewhat approve,Somewhat cons,Very lib,Somewhat uncomfortable,Strongly disapprove,"No, they were too harsh","No, they were too harsh","Yes, about my academic ability","I have had grad students as teaching assistants, I have interacted with grad students while doing research, Grad students have been mentors (formal or informal) to me",Very positive,'0 minutes',Once a month,
3/4/2015 0:21:57,SciLi,Day 1,DW,,Male,Sophomore,None,No,Hetero,White,Humanities/arts,No,Domestic,No,No opinion,Centrist,Very lib,Very comfortable,Not familiar enough to answer,Not familiar enough to answer,Not familiar enough to answer,"No, I do not feel inadequate relative to other Brown students",I have had grad students as teaching assistants,Somewhat positive,I do not use my laptop in class,Multiple times a week,
